year,team_full,league,team_wins,team_losses,team_ties,team
1998,Toronto Blue Jays,AL,88,74,1,TOR
1998,Montreal Expos,NL,65,97,0,MON
1999,Arizona Diamondbacks,NL,100,62,0,ARI
1999,Atlanta Braves,NL,103,59,0,ATL
1999,Baltimore Orioles,AL,78,84,0,BAL
1999,Boston Red Sox,AL,94,68,0,BOS
1999,Chicago Cubs,NL,67,95,0,CHC
1999,Chicago White Sox,AL,75,86,1,CHW
1999,Cincinnati Reds,NL,96,67,0,CIN
1999,Cleveland Indians,AL,97,65,0,CLE
1999,Colorado Rockies,NL,72,90,0,COL
1999,Detroit Tigers,AL,69,92,0,DET
1999,Houston Astros,NL,97,65,0,HOU
1999,Kansas City Royals,AL,64,97,0,KCR
1999,Anaheim Angels,AL,70,92,0,ANA
1999,Los Angeles Dodgers,NL,77,85,0,LAD
1999,Florida Marlins,NL,64,98,0,FLA
1999,Milwaukee Brewers,NL,74,87,0,MIL
1999,Minnesota Twins,AL,63,97,1,MIN
1999,New York Mets,NL,97,66,0,NYM
1999,New York Yankees,AL,98,64,0,NYY
1999,Oakland Athletics,AL,87,75,0,OAK
1999,Philadelphia Phillies,NL,77,85,0,PHI
1999,Pittsburgh Pirates,NL,78,83,0,PIT
1999,San Diego Padres,NL,74,88,0,SDP
1999,San Francisco Giants,NL,86,76,0,SFG
1999,Seattle Mariners,AL,79,83,0,SEA
1999,St. Louis Cardinals,NL,75,86,0,STL
1999,Tampa Bay Devil Rays,AL,69,93,0,TBD
1999,Texas Rangers,AL,95,67,0,TEX
1999,Toronto Blue Jays,AL,84,78,0,TOR
1999,Montreal Expos,NL,68,94,0,MON
2000,Arizona Diamondbacks,NL,85,77,0,ARI
2000,Atlanta Braves,NL,95,67,0,ATL
2000,Baltimore Orioles,AL,74,88,0,BAL
2000,Boston Red Sox,AL,85,77,0,BOS
2000,Chicago Cubs,NL,65,97,0,CHC
2000,Chicago White Sox,AL,95,67,0,CHW
2000,Cincinnati Reds,NL,85,77,1,CIN
2000,Cleveland Indians,AL,90,72,0,CLE
2000,Colorado Rockies,NL,82,80,0,COL
2000,Detroit Tigers,AL,79,83,0,DET
2000,Houston Astros,NL,72,90,0,HOU
2000,Kansas City Royals,AL,77,85,0,KCR
2000,Anaheim Angels,AL,82,80,0,ANA
2000,Los Angeles Dodgers,NL,86,76,0,LAD
2000,Florida Marlins,NL,79,82,0,FLA
2000,Milwaukee Brewers,NL,73,89,1,MIL
2000,Minnesota Twins,AL,69,93,0,MIN
2000,New York Mets,NL,94,68,0,NYM
2000,New York Yankees,AL,87,74,0,NYY
2000,Oakland Athletics,AL,91,70,0,OAK
2000,Philadelphia Phillies,NL,65,97,0,PHI
2000,Pittsburgh Pirates,NL,69,93,0,PIT
2000,San Diego Padres,NL,76,86,0,SDP
2000,San Francisco Giants,NL,97,65,0,SFG
2000,Seattle Mariners,AL,91,71,0,SEA
2000,St. Louis Cardinals,NL,95,67,0,STL
2000,Tampa Bay Devil Rays,AL,69,92,0,TBD
2000,Texas Rangers,AL,71,91,0,TEX
2000,Toronto Blue Jays,AL,83,79,0,TOR
2000,Montreal Expos,NL,67,95,0,MON
2001,Arizona Diamondbacks,NL,92,70,0,ARI
2001,Atlanta Braves,NL,88,74,0,ATL
2001,Baltimore Orioles,AL,63,98,1,BAL
2001,Boston Red Sox,AL,82,79,0,BOS
2001,Chicago Cubs,NL,88,74,0,CHC
2001,Chicago White Sox,AL,83,79,0,CHW
2001,Cincinnati Reds,NL,66,96,0,CIN
2001,Cleveland Indians,AL,91,71,0,CLE
2001,Colorado Rockies,NL,73,89,0,COL
2001,Detroit Tigers,AL,66,96,0,DET
2001,Houston Astros,NL,93,69,0,HOU
2001,Kansas City Royals,AL,65,97,0,KCR
2001,Anaheim Angels,AL,75,87,0,ANA
2001,Los Angeles Dodgers,NL,86,76,0,LAD
2001,Florida Marlins,NL,76,86,0,FLA
2001,Milwaukee Brewers,NL,68,94,0,MIL
2001,Minnesota Twins,AL,85,77,0,MIN
2001,New York Mets,NL,82,80,0,NYM
2001,New York Yankees,AL,95,65,1,NYY
2001,Oakland Athletics,AL,102,60,0,OAK
2001,Philadelphia Phillies,NL,86,76,0,PHI
2001,Pittsburgh Pirates,NL,62,100,0,PIT
2001,San Diego Padres,NL,79,83,0,SDP
2001,San Francisco Giants,NL,90,72,0,SFG
2001,Seattle Mariners,AL,116,46,0,SEA
2001,St. Louis Cardinals,NL,93,69,0,STL
2001,Tampa Bay Devil Rays,AL,62,100,0,TBD
2001,Texas Rangers,AL,73,89,0,TEX
2001,Toronto Blue Jays,AL,80,82,0,TOR
2001,Montreal Expos,NL,68,94,0,MON
2002,Arizona Diamondbacks,NL,98,64,0,ARI
2002,Atlanta Braves,NL,101,59,1,ATL
2002,Baltimore Orioles,AL,67,95,0,BAL
2002,Boston Red Sox,AL,93,69,0,BOS
2002,Chicago Cubs,NL,67,95,0,CHC
2002,Chicago White Sox,AL,81,81,0,CHW
2002,Cincinnati Reds,NL,78,84,0,CIN
2002,Cleveland Indians,AL,74,88,0,CLE
2002,Colorado Rockies,NL,73,89,0,COL
2002,Detroit Tigers,AL,55,106,0,DET
2002,Houston Astros,NL,84,78,0,HOU
2002,Kansas City Royals,AL,62,100,0,KCR
2002,Anaheim Angels,AL,99,63,0,ANA
2002,Los Angeles Dodgers,NL,92,70,0,LAD
2002,Florida Marlins,NL,79,83,0,FLA
2002,Milwaukee Brewers,NL,56,106,0,MIL
2002,Minnesota Twins,AL,94,67,0,MIN
2002,New York Mets,NL,75,86,0,NYM
2002,New York Yankees,AL,103,58,0,NYY
2002,Oakland Athletics,AL,103,59,0,OAK
2002,Philadelphia Phillies,NL,80,81,0,PHI
2002,Pittsburgh Pirates,NL,72,89,0,PIT
2002,San Diego Padres,NL,66,96,0,SDP
2002,San Francisco Giants,NL,95,66,1,SFG
2002,Seattle Mariners,AL,93,69,0,SEA
2002,St. Louis Cardinals,NL,97,65,0,STL
2002,Tampa Bay Devil Rays,AL,55,106,0,TBD
2002,Texas Rangers,AL,72,90,0,TEX
2002,Toronto Blue Jays,AL,78,84,0,TOR
2002,Montreal Expos,NL,83,79,0,MON
2003,Arizona Diamondbacks,NL,84,78,0,ARI
2003,Atlanta Braves,NL,101,61,0,ATL
2003,Baltimore Orioles,AL,71,91,1,BAL
2003,Boston Red Sox,AL,95,67,0,BOS
2003,Chicago Cubs,NL,88,74,0,CHC
2003,Chicago White Sox,AL,86,76,0,CHW
2003,Cincinnati Reds,NL,69,93,0,CIN
2003,Cleveland Indians,AL,68,94,0,CLE
2003,Colorado Rockies,NL,74,88,0,COL
2003,Detroit Tigers,AL,43,119,0,DET
2003,Houston Astros,NL,87,75,0,HOU
2003,Kansas City Royals,AL,83,79,0,KCR
2003,Anaheim Angels,AL,77,85,0,ANA
2003,Los Angeles Dodgers,NL,85,77,0,LAD
2003,Florida Marlins,NL,91,71,0,FLA
2003,Milwaukee Brewers,NL,68,94,0,MIL
2003,Minnesota Twins,AL,90,72,0,MIN
2003,New York Mets,NL,66,95,0,NYM
2003,New York Yankees,AL,101,61,1,NYY
2003,Oakland Athletics,AL,96,66,0,OAK
2003,Philadelphia Phillies,NL,86,76,0,PHI
2003,Pittsburgh Pirates,NL,75,87,0,PIT
2003,San Diego Padres,NL,64,98,0,SDP
2003,San Francisco Giants,NL,100,61,0,SFG
2003,Seattle Mariners,AL,93,69,0,SEA
2003,St. Louis Cardinals,NL,85,77,0,STL
2003,Tampa Bay Devil Rays,AL,63,99,0,TBD
2003,Texas Rangers,AL,71,91,0,TEX
2003,Toronto Blue Jays,AL,86,76,0,TOR
2003,Montreal Expos,NL,83,79,0,MON
2004,Arizona Diamondbacks,NL,51,111,0,ARI
2004,Atlanta Braves,NL,96,66,0,ATL
2004,Baltimore Orioles,AL,78,84,0,BAL
2004,Boston Red Sox,AL,98,64,0,BOS
2004,Chicago Cubs,NL,89,73,0,CHC
2004,Chicago White Sox,AL,83,79,0,CHW
2004,Cincinnati Reds,NL,76,86,0,CIN
2004,Cleveland Indians,AL,80,82,0,CLE
2004,Colorado Rockies,NL,68,94,0,COL
2004,Detroit Tigers,AL,72,90,0,DET
2004,Houston Astros,NL,92,70,0,HOU
2004,Kansas City Royals,AL,58,104,0,KCR
2004,Anaheim Angels,AL,92,70,0,ANA
2004,Los Angeles Dodgers,NL,93,69,0,LAD
2004,Florida Marlins,NL,83,79,0,FLA
2004,Milwaukee Brewers,NL,67,94,0,MIL
2004,Minnesota Twins,AL,92,70,0,MIN
2004,New York Mets,NL,71,91,0,NYM
2004,New York Yankees,AL,101,61,0,NYY
2004,Oakland Athletics,AL,91,71,0,OAK
2004,Philadelphia Phillies,NL,86,76,0,PHI
2004,Pittsburgh Pirates,NL,72,89,0,PIT
2004,San Diego Padres,NL,87,75,0,SDP
2004,San Francisco Giants,NL,91,71,0,SFG
2004,Seattle Mariners,AL,63,99,0,SEA
2004,St. Louis Cardinals,NL,105,57,0,STL
2004,Tampa Bay Devil Rays,AL,70,91,0,TBD
2004,Texas Rangers,AL,89,73,0,TEX
2004,Toronto Blue Jays,AL,67,94,0,TOR
2004,Montreal Expos,NL,67,95,0,MON
2005,Arizona Diamondbacks,NL,77,85,0,ARI
2005,Atlanta Braves,NL,90,72,0,ATL
2005,Baltimore Orioles,AL,74,88,0,BAL
2005,Boston Red Sox,AL,95,67,0,BOS
2005,Chicago Cubs,NL,79,83,0,CHC
2005,Chicago White Sox,AL,99,63,0,CHW
2005,Cincinnati Reds,NL,73,89,1,CIN
2005,Cleveland Indians,AL,93,69,0,CLE
2005,Colorado Rockies,NL,67,95,0,COL
2005,Detroit Tigers,AL,71,91,0,DET
2005,Houston Astros,NL,89,73,1,HOU
2005,Kansas City Royals,AL,56,106,0,KCR
2005,Los Angeles Angels of Anaheim,AL,95,67,0,LAA
2005,Los Angeles Dodgers,NL,71,91,0,LAD
2005,Florida Marlins,NL,83,79,0,FLA
2005,Milwaukee Brewers,NL,81,81,0,MIL
2005,Minnesota Twins,AL,83,79,0,MIN
2005,New York Mets,NL,83,79,0,NYM
2005,New York Yankees,AL,95,67,0,NYY
2005,Oakland Athletics,AL,88,74,0,OAK
2005,Philadelphia Phillies,NL,88,74,0,PHI
2005,Pittsburgh Pirates,NL,67,95,0,PIT
2005,San Diego Padres,NL,82,80,0,SDP
2005,San Francisco Giants,NL,75,87,0,SFG
2005,Seattle Mariners,AL,69,93,0,SEA
2005,St. Louis Cardinals,NL,100,62,0,STL
2005,Tampa Bay Devil Rays,AL,67,95,0,TBD
2005,Texas Rangers,AL,79,83,0,TEX
2005,Toronto Blue Jays,AL,80,82,0,TOR
2005,Washington Nationals,NL,81,81,0,WSN
2006,Arizona Diamondbacks,NL,76,86,0,ARI
2006,Atlanta Braves,NL,79,83,0,ATL
2006,Baltimore Orioles,AL,70,92,0,BAL
2006,Boston Red Sox,AL,86,76,0,BOS
2006,Chicago Cubs,NL,66,96,0,CHC
2006,Chicago White Sox,AL,90,72,0,CHW
2006,Cincinnati Reds,NL,80,82,0,CIN
2006,Cleveland Indians,AL,78,84,0,CLE
2006,Colorado Rockies,NL,76,86,0,COL
2006,Detroit Tigers,AL,95,67,0,DET
2006,Houston Astros,NL,82,80,0,HOU
2006,Kansas City Royals,AL,62,100,0,KCR
2006,Los Angeles Angels of Anaheim,AL,89,73,0,LAA
2006,Los Angeles Dodgers,NL,88,74,0,LAD
2006,Florida Marlins,NL,78,84,0,FLA
2006,Milwaukee Brewers,NL,75,87,0,MIL
2006,Minnesota Twins,AL,96,66,0,MIN
2006,New York Mets,NL,97,65,0,NYM
2006,New York Yankees,AL,97,65,0,NYY
2006,Oakland Athletics,AL,93,69,0,OAK
2006,Philadelphia Phillies,NL,85,77,0,PHI
2006,Pittsburgh Pirates,NL,67,95,0,PIT
2006,San Diego Padres,NL,88,74,0,SDP
2006,San Francisco Giants,NL,76,85,0,SFG
2006,Seattle Mariners,AL,78,84,0,SEA
2006,St. Louis Cardinals,NL,83,78,0,STL
2006,Tampa Bay Devil Rays,AL,61,101,0,TBD
2006,Texas Rangers,AL,80,82,0,TEX
2006,Toronto Blue Jays,AL,87,75,0,TOR
2006,Washington Nationals,NL,71,91,0,WSN
2007,Arizona Diamondbacks,NL,90,72,0,ARI
2007,Atlanta Braves,NL,84,78,0,ATL
2007,Baltimore Orioles,AL,69,93,0,BAL
2007,Boston Red Sox,AL,96,66,0,BOS
2007,Chicago Cubs,NL,85,77,0,CHC
2007,Chicago White Sox,AL,72,90,0,CHW
2007,Cincinnati Reds,NL,72,90,0,CIN
2007,Cleveland Indians,AL,96,66,0,CLE
2007,Colorado Rockies,NL,90,73,0,COL
2007,Detroit Tigers,AL,88,74,0,DET
2007,Houston Astros,NL,73,89,0,HOU
2007,Kansas City Royals,AL,69,93,0,KCR
2007,Los Angeles Angels of Anaheim,AL,94,68,0,LAA
2007,Los Angeles Dodgers,NL,82,80,0,LAD
2007,Florida Marlins,NL,71,91,0,FLA
2007,Milwaukee Brewers,NL,83,79,0,MIL
2007,Minnesota Twins,AL,79,83,0,MIN
2007,New York Mets,NL,88,74,0,NYM
2007,New York Yankees,AL,94,68,0,NYY
2007,Oakland Athletics,AL,76,86,0,OAK
2007,Philadelphia Phillies,NL,89,73,0,PHI
2007,Pittsburgh Pirates,NL,68,94,0,PIT
2007,San Diego Padres,NL,89,74,0,SDP
2007,San Francisco Giants,NL,71,91,0,SFG
2007,Seattle Mariners,AL,88,74,0,SEA
2007,St. Louis Cardinals,NL,78,84,0,STL
2007,Tampa Bay Devil Rays,AL,66,96,0,TBD
2007,Texas Rangers,AL,75,87,0,TEX
2007,Toronto Blue Jays,AL,83,79,0,TOR
2007,Washington Nationals,NL,73,89,0,WSN
2008,Arizona Diamondbacks,NL,82,80,0,ARI
2008,Atlanta Braves,NL,72,90,0,ATL
2008,Baltimore Orioles,AL,68,93,0,BAL
2008,Boston Red Sox,AL,95,67,0,BOS
2008,Chicago Cubs,NL,97,64,0,CHC
2008,Chicago White Sox,AL,89,74,0,CHW
2008,Cincinnati Reds,NL,74,88,0,CIN
2008,Cleveland Indians,AL,81,81,0,CLE
2008,Colorado Rockies,NL,74,88,0,COL
2008,Detroit Tigers,AL,74,88,0,DET
2008,Houston Astros,NL,86,75,0,HOU
2008,Kansas City Royals,AL,75,87,0,KCR
2008,Los Angeles Angels of Anaheim,AL,100,62,0,LAA
2008,Los Angeles Dodgers,NL,84,78,0,LAD
2008,Florida Marlins,NL,84,77,0,FLA
2008,Milwaukee Brewers,NL,90,72,0,MIL
2008,Minnesota Twins,AL,88,75,0,MIN
2008,New York Mets,NL,89,73,0,NYM
2008,New York Yankees,AL,89,73,0,NYY
2008,Oakland Athletics,AL,75,86,0,OAK
2008,Philadelphia Phillies,NL,92,70,0,PHI
2008,Pittsburgh Pirates,NL,67,95,0,PIT
2008,San Diego Padres,NL,63,99,0,SDP
2008,San Francisco Giants,NL,72,90,0,SFG
2008,Seattle Mariners,AL,61,101,0,SEA
2008,St. Louis Cardinals,NL,86,76,0,STL
2008,Tampa Bay Rays,AL,97,65,0,TBR
2008,Texas Rangers,AL,79,83,0,TEX
2008,Toronto Blue Jays,AL,86,76,0,TOR
2008,Washington Nationals,NL,59,102,0,WSN
2009,Arizona Diamondbacks,NL,70,92,0,ARI
2009,Atlanta Braves,NL,86,76,0,ATL
2009,Baltimore Orioles,AL,64,98,0,BAL
2009,Boston Red Sox,AL,95,67,0,BOS
2009,Chicago Cubs,NL,83,78,0,CHC
2009,Chicago White Sox,AL,79,83,0,CHW
2009,Cincinnati Reds,NL,78,84,0,CIN
2009,Cleveland Indians,AL,65,97,0,CLE
2009,Colorado Rockies,NL,92,70,0,COL
2009,Detroit Tigers,AL,86,77,0,DET
2009,Houston Astros,NL,74,88,0,HOU
2009,Kansas City Royals,AL,65,97,0,KCR
2009,Los Angeles Angels of Anaheim,AL,97,65,0,LAA
2009,Los Angeles Dodgers,NL,95,67,0,LAD
2009,Florida Marlins,NL,87,75,0,FLA
2009,Milwaukee Brewers,NL,80,82,0,MIL
2009,Minnesota Twins,AL,87,76,0,MIN
2009,New York Mets,NL,70,92,0,NYM
2009,New York Yankees,AL,103,59,0,NYY
2009,Oakland Athletics,AL,75,87,0,OAK
2009,Philadelphia Phillies,NL,93,69,0,PHI
2009,Pittsburgh Pirates,NL,62,99,0,PIT
2009,San Diego Padres,NL,75,87,0,SDP
2009,San Francisco Giants,NL,88,74,0,SFG
2009,Seattle Mariners,AL,85,77,0,SEA
2009,St. Louis Cardinals,NL,91,71,0,STL
2009,Tampa Bay Rays,AL,84,78,0,TBR
2009,Texas Rangers,AL,87,75,0,TEX
2009,Toronto Blue Jays,AL,75,87,0,TOR
2009,Washington Nationals,NL,59,103,0,WSN
2010,Arizona Diamondbacks,NL,65,97,0,ARI
2010,Atlanta Braves,NL,91,71,0,ATL
2010,Baltimore Orioles,AL,66,96,0,BAL
2010,Boston Red Sox,AL,89,73,0,BOS
2010,Chicago Cubs,NL,75,87,0,CHC
2010,Chicago White Sox,AL,88,74,0,CHW
2010,Cincinnati Reds,NL,91,71,0,CIN
2010,Cleveland Indians,AL,69,93,0,CLE
2010,Colorado Rockies,NL,83,79,0,COL
2010,Detroit Tigers,AL,81,81,0,DET
2010,Houston Astros,NL,76,86,0,HOU
2010,Kansas City Royals,AL,67,95,0,KCR
2010,Los Angeles Angels of Anaheim,AL,80,82,0,LAA
2010,Los Angeles Dodgers,NL,80,82,0,LAD
2010,Florida Marlins,NL,80,82,0,FLA
2010,Milwaukee Brewers,NL,77,85,0,MIL
2010,Minnesota Twins,AL,94,68,0,MIN
2010,New York Mets,NL,79,83,0,NYM
2010,New York Yankees,AL,95,67,0,NYY
2010,Oakland Athletics,AL,81,81,0,OAK
2010,Philadelphia Phillies,NL,97,65,0,PHI
2010,Pittsburgh Pirates,NL,57,105,0,PIT
2010,San Diego Padres,NL,90,72,0,SDP
2010,San Francisco Giants,NL,92,70,0,SFG
2010,Seattle Mariners,AL,61,101,0,SEA
2010,St. Louis Cardinals,NL,86,76,0,STL
2010,Tampa Bay Rays,AL,96,66,0,TBR
2010,Texas Rangers,AL,90,72,0,TEX
2010,Toronto Blue Jays,AL,85,77,0,TOR
2010,Washington Nationals,NL,69,93,0,WSN
2011,Arizona Diamondbacks,NL,94,68,0,ARI
2011,Atlanta Braves,NL,89,73,0,ATL
2011,Baltimore Orioles,AL,69,93,0,BAL
2011,Boston Red Sox,AL,90,72,0,BOS
2011,Chicago Cubs,NL,71,91,0,CHC
2011,Chicago White Sox,AL,79,83,0,CHW
2011,Cincinnati Reds,NL,79,83,0,CIN
2011,Cleveland Indians,AL,80,82,0,CLE
2011,Colorado Rockies,NL,73,89,0,COL
2011,Detroit Tigers,AL,95,67,0,DET
2011,Houston Astros,NL,56,106,0,HOU
2011,Kansas City Royals,AL,71,91,0,KCR
2011,Los Angeles Angels of Anaheim,AL,86,76,0,LAA
2011,Los Angeles Dodgers,NL,82,79,0,LAD
2011,Florida Marlins,NL,72,90,0,FLA
2011,Milwaukee Brewers,NL,96,66,0,MIL
2011,Minnesota Twins,AL,63,99,0,MIN
2011,New York Mets,NL,77,85,0,NYM
2011,New York Yankees,AL,97,65,0,NYY
2011,Oakland Athletics,AL,74,88,0,OAK
2011,Philadelphia Phillies,NL,102,60,0,PHI
2011,Pittsburgh Pirates,NL,72,90,0,PIT
2011,San Diego Padres,NL,71,91,0,SDP
2011,San Francisco Giants,NL,86,76,0,SFG
2011,Seattle Mariners,AL,67,95,0,SEA
2011,St. Louis Cardinals,NL,90,72,0,STL
2011,Tampa Bay Rays,AL,91,71,0,TBR
2011,Texas Rangers,AL,96,66,0,TEX
2011,Toronto Blue Jays,AL,81,81,0,TOR
2011,Washington Nationals,NL,80,81,0,WSN
2012,Arizona Diamondbacks,NL,81,81,0,ARI
2012,Atlanta Braves,NL,94,68,0,ATL
2012,Baltimore Orioles,AL,93,69,0,BAL
2012,Boston Red Sox,AL,69,93,0,BOS
2012,Chicago Cubs,NL,61,101,0,CHC
2012,Chicago White Sox,AL,85,77,0,CHW
2012,Cincinnati Reds,NL,97,65,0,CIN
2012,Cleveland Indians,AL,68,94,0,CLE
2012,Colorado Rockies,NL,64,98,0,COL
2012,Detroit Tigers,AL,88,74,0,DET
2012,Houston Astros,NL,55,107,0,HOU
2012,Kansas City Royals,AL,72,90,0,KCR
2012,Los Angeles Angels of Anaheim,AL,89,73,0,LAA
2012,Los Angeles Dodgers,NL,86,76,0,LAD
2012,Miami Marlins,NL,69,93,0,MIA
2012,Milwaukee Brewers,NL,83,79,0,MIL
2012,Minnesota Twins,AL,66,96,0,MIN
2012,New York Mets,NL,74,88,0,NYM
2012,New York Yankees,AL,95,67,0,NYY
2012,Oakland Athletics,AL,94,68,0,OAK
2012,Philadelphia Phillies,NL,81,81,0,PHI
2012,Pittsburgh Pirates,NL,79,83,0,PIT
2012,San Diego Padres,NL,76,86,0,SDP
2012,San Francisco Giants,NL,94,68,0,SFG
2012,Seattle Mariners,AL,75,87,0,SEA
2012,St. Louis Cardinals,NL,88,74,0,STL
2012,Tampa Bay Rays,AL,90,72,0,TBR
2012,Texas Rangers,AL,93,69,0,TEX
2012,Toronto Blue Jays,AL,73,89,0,TOR
2012,Washington Nationals,NL,98,64,0,WSN
2013,Arizona Diamondbacks,NL,81,81,0,ARI
2013,Atlanta Braves,NL,96,66,0,ATL
2013,Baltimore Orioles,AL,85,77,0,BAL
2013,Boston Red Sox,AL,97,65,0,BOS
2013,Chicago Cubs,NL,66,96,0,CHC
2013,Chicago White Sox,AL,63,99,0,CHW
2013,Cincinnati Reds,NL,90,72,0,CIN
2013,Cleveland Indians,AL,92,70,0,CLE
2013,Colorado Rockies,NL,74,88,0,COL
2013,Detroit Tigers,AL,93,69,0,DET
2013,Houston Astros,AL,51,111,0,HOU
2013,Kansas City Royals,AL,86,76,0,KCR
2013,Los Angeles Angels of Anaheim,AL,78,84,0,LAA
2013,Los Angeles Dodgers,NL,92,70,0,LAD
2013,Miami Marlins,NL,62,100,0,MIA
2013,Milwaukee Brewers,NL,74,88,0,MIL
2013,Minnesota Twins,AL,66,96,0,MIN
2013,New York Mets,NL,74,88,0,NYM
2013,New York Yankees,AL,85,77,0,NYY
2013,Oakland Athletics,AL,96,66,0,OAK
2013,Philadelphia Phillies,NL,73,89,0,PHI
2013,Pittsburgh Pirates,NL,94,68,0,PIT
2013,San Diego Padres,NL,76,86,0,SDP
2013,San Francisco Giants,NL,76,86,0,SFG
2013,Seattle Mariners,AL,71,91,0,SEA
2013,St. Louis Cardinals,NL,97,65,0,STL
2013,Tampa Bay Rays,AL,92,71,0,TBR
2013,Texas Rangers,AL,91,72,0,TEX
2013,Toronto Blue Jays,AL,74,88,0,TOR
2013,Washington Nationals,NL,86,76,0,WSN
2014,Arizona Diamondbacks,NL,64,98,0,ARI
2014,Atlanta Braves,NL,79,83,0,ATL
2014,Baltimore Orioles,AL,96,66,0,BAL
2014,Boston Red Sox,AL,71,91,0,BOS
2014,Chicago Cubs,NL,73,89,0,CHC
2014,Chicago White Sox,AL,73,89,0,CHW
2014,Cincinnati Reds,NL,76,86,0,CIN
2014,Cleveland Indians,AL,85,77,0,CLE
2014,Colorado Rockies,NL,66,96,0,COL
2014,Detroit Tigers,AL,90,72,0,DET
2014,Houston Astros,AL,70,92,0,HOU
2014,Kansas City Royals,AL,89,73,0,KCR
2014,Los Angeles Angels of Anaheim,AL,98,64,0,LAA
2014,Los Angeles Dodgers,NL,94,68,0,LAD
2014,Miami Marlins,NL,77,85,0,MIA
2014,Milwaukee Brewers,NL,82,80,0,MIL
2014,Minnesota Twins,AL,70,92,0,MIN
2014,New York Mets,NL,79,83,0,NYM
2014,New York Yankees,AL,84,78,0,NYY
2014,Oakland Athletics,AL,88,74,0,OAK
2014,Philadelphia Phillies,NL,73,89,0,PHI
2014,Pittsburgh Pirates,NL,88,74,0,PIT
2014,San Diego Padres,NL,77,85,0,SDP
2014,San Francisco Giants,NL,88,74,0,SFG
2014,Seattle Mariners,AL,87,75,0,SEA
2014,St. Louis Cardinals,NL,90,72,0,STL
2014,Tampa Bay Rays,AL,77,85,0,TBR
2014,Texas Rangers,AL,67,95,0,TEX
2014,Toronto Blue Jays,AL,83,79,0,TOR
2014,Washington Nationals,NL,96,66,0,WSN
2015,Arizona Diamondbacks,NL,79,83,0,ARI
2015,Atlanta Braves,NL,67,95,0,ATL
2015,Baltimore Orioles,AL,81,81,0,BAL
2015,Boston Red Sox,AL,78,84,0,BOS
2015,Chicago Cubs,NL,97,65,0,CHC
2015,Chicago White Sox,AL,76,86,0,CHW
2015,Cincinnati Reds,NL,64,98,0,CIN
2015,Cleveland Indians,AL,81,80,0,CLE
2015,Colorado Rockies,NL,68,94,0,COL
2015,Detroit Tigers,AL,74,87,0,DET
2015,Houston Astros,AL,86,76,0,HOU
2015,Kansas City Royals,AL,95,67,0,KCR
2015,Los Angeles Angels of Anaheim,AL,85,77,0,LAA
2015,Los Angeles Dodgers,NL,92,70,0,LAD
2015,Miami Marlins,NL,71,91,0,MIA
2015,Milwaukee Brewers,NL,68,94,0,MIL
2015,Minnesota Twins,AL,83,79,0,MIN
2015,New York Mets,NL,90,72,0,NYM
2015,New York Yankees,AL,87,75,0,NYY
2015,Oakland Athletics,AL,68,94,0,OAK
2015,Philadelphia Phillies,NL,63,99,0,PHI
2015,Pittsburgh Pirates,NL,98,64,0,PIT
2015,San Diego Padres,NL,74,88,0,SDP
2015,San Francisco Giants,NL,84,78,0,SFG
2015,Seattle Mariners,AL,76,86,0,SEA
2015,St. Louis Cardinals,NL,100,62,0,STL
2015,Tampa Bay Rays,AL,80,82,0,TBR
2015,Texas Rangers,AL,88,74,0,TEX
2015,Toronto Blue Jays,AL,93,69,0,TOR
2015,Washington Nationals,NL,83,79,0,WSN
2016,Arizona Diamondbacks,NL,69,93,0,ARI
2016,Atlanta Braves,NL,68,93,0,ATL
2016,Baltimore Orioles,AL,89,73,0,BAL
2016,Boston Red Sox,AL,93,69,0,BOS
2016,Chicago Cubs,NL,103,58,1,CHC
2016,Chicago White Sox,AL,78,84,0,CHW
2016,Cincinnati Reds,NL,68,94,0,CIN
2016,Cleveland Indians,AL,94,67,0,CLE
2016,Colorado Rockies,NL,75,87,0,COL
2016,Detroit Tigers,AL,86,75,0,DET
2016,Houston Astros,AL,84,78,0,HOU
2016,Kansas City Royals,AL,81,81,0,KCR
2016,Los Angeles Angels of Anaheim,AL,74,88,0,LAA
2016,Los Angeles Dodgers,NL,91,71,0,LAD
2016,Miami Marlins,NL,79,82,0,MIA
2016,Milwaukee Brewers,NL,73,89,0,MIL
2016,Minnesota Twins,AL,59,103,0,MIN
2016,New York Mets,NL,87,75,0,NYM
2016,New York Yankees,AL,84,78,0,NYY
2016,Oakland Athletics,AL,69,93,0,OAK
2016,Philadelphia Phillies,NL,71,91,0,PHI
2016,Pittsburgh Pirates,NL,78,83,1,PIT
2016,San Diego Padres,NL,68,94,0,SDP
2016,San Francisco Giants,NL,87,75,0,SFG
2016,Seattle Mariners,AL,86,76,0,SEA
2016,St. Louis Cardinals,NL,86,76,0,STL
2016,Tampa Bay Rays,AL,68,94,0,TBR
2016,Texas Rangers,AL,95,67,0,TEX
2016,Toronto Blue Jays,AL,89,73,0,TOR
2016,Washington Nationals,NL,95,67,0,WSN
2019,HOU,AL,107,55,0,HOU
2019,LAD,NL,106,56,0,LAD
2019,NYY,AL,103,59,0,NYY
2019,MIN,AL,101,61,0,MIN
2019,ATL,NL,97,65,0,ATL
2019,OAK,AL,97,65,0,OAK
2019,TBR,AL,96,66,0,TBR
2019,CLE,AL,93,69,0,CLE
2019,WSN,NL,93,69,0,WSN
