at_bats,average,era,first_place_votes,home_runs,innings,league,name,obp,ops,points,rbi,runs,saves,sb,slg,strike_outs,team,vote_share,walks,war,wins,year
376,.306,,0.0,8, ,NL,"Hernandez,Keith",.401,.864,9.0,48,65,,12,.463,,STL,3%,61,4.2,,1981
411,.268,,0.0,0, ,NL,"Herr,Tom",.329,.674,7.0,46,50,,23,.345,,STL,2%,39,2.1,,1981
12,.000,2.88,0.0,0,84.1,NL,"Minton,Greg",.000,.000,4.0,0,1,21,0,.000,29,SFG,1%,0,1.5,4,1981
358,.304,,0.0,6, ,NL,"Cromartie,Warren",.370,.789,3.0,42,41,,2,.419,,MON,1%,39,2.1,,1981
431,.283,,0.0,10, ,NL,"Garvey,Steve",.322,.732,1.0,64,63,,3,.411,,LAD,0%,25,2.0,,1981
316,.310,,0.0,2, ,NL,"May,Milt",.376,.759,1.0,33,20,,1,.383,,SFG,0%,34,1.4,,1981
612,.317,,18.0,28, ,AL,"Robinson,Brooks",.368,.889,269.0,118,82,,1,.521,,BAL,96%,51,8.1,,1964
465,.303,,2.0,35, ,AL,"Mantle,Mickey",.423,1.015,171.0,111,92,,6,.591,,NYY,61%,99,4.8,,1964
550,.313,,0.0,15, ,AL,"Howard,Elston",.371,.825,124.0,84,63,,1,.455,,NYY,44%,48,5.5,,1964
672,.323,,0.0,32, ,AL,"Oliva,Tony",.359,.916,99.0,94,109,,12,.557,,MIN,35%,34,6.8,,1964
89,.079,1.65,0.0,0,278.1,AL,"Chance,Dean",.109,.187,97.0,0,3,4,0,.079,207,LAA,35%,3,8.7,20,1964
539,.282,,0.0,23, ,AL,"Ward,Pete",.348,.821,67.0,94,61,,1,.473,,CHW,24%,56,6.3,,1964
520,.300,,0.0,18, ,AL,"Freehan,Bill",.350,.812,44.0,80,69,,5,.462,,DET,16%,36,5.3,,1964
120,.208,2.50,0.0,4,273.2,AL,"Peters,Gary",.228,.594,44.0,19,9,0,0,.367,205,CHW,16%,2,5.0,20,1964
37,.162,2.29,0.0,0,157.0,AL,"Radatz,Dick",.184,.373,37.0,4,2,29,0,.189,181,BOS,13%,0,6.0,16,1964
577,.270,,0.0,49, ,AL,"Killebrew,Harmon",.377,.924,31.0,111,95,,0,.548,,MIN,11%,93,4.7,,1964
424,.290,,0.0,39, ,AL,"Powell,Boog",.399,1.005,28.0,99,74,,0,.606,,BAL,10%,76,5.7,,1964
72,.069,2.69,0.0,0,214.0,AL,"Bunker,Wally",.183,.280,23.0,2,6,0,0,.097,96,BAL,8%,10,3.3,19,1964
505,.277,,0.0,18, ,AL,"Fregosi,Jim",.369,.833,21.0,72,86,,8,.463,,LAA,8%,72,7.9,,1964
525,.293,,0.0,17, ,AL,"Kaline,Al",.383,.851,17.0,68,77,,4,.469,,DET,6%,75,5.6,,1964
525,.301,,0.0,11, ,AL,"Robinson,Floyd",.388,.795,14.0,59,83,,9,.408,,CHW,5%,70,4.3,,1964
575,.261,,0.0,20, ,AL,"Hansen,Ron",.347,.766,10.0,68,85,,1,.419,,CHW,4%,73,7.7,,1964
679,.267,,0.0,4, ,AL,"Richardson,Bobby",.294,.626,9.0,50,90,,11,.333,,NYY,3%,28,0.4,,1964
641,.253,,0.0,31, ,AL,"Wagner,Leon",.316,.750,9.0,100,94,,14,.434,,CLE,3%,56,-0.6,,1964
90,.211,2.56,0.0,3,239.0,AL,"Pizarro,Juan",.217,.540,8.0,15,6,0,0,.322,162,CHW,3%,1,4.1,19,1964
21,.143,1.99,0.0,0,131.1,AL,"Wilhelm,Hoyt",.182,.325,8.0,3,2,27,0,.143,95,CHW,3%,1,2.8,12,1964
67,.119,2.13,0.0,0,244.2,AL,"Ford,Whitey",.244,.378,7.0,2,5,1,0,.134,172,NYY,3%,10,6.8,17,1964
69,.159,1.88,0.0,0,210.2,AL,"Horlen,Joe",.183,.343,7.0,5,2,0,0,.159,138,CHW,3%,2,4.8,13,1964
492,.287,,0.0,32, ,AL,"Allison,Bob",.404,.957,5.0,86,90,,10,.553,,MIN,2%,92,6.4,,1964
588,.274,,0.0,34, ,AL,"Colavito,Rocky",.366,.873,5.0,102,89,,3,.507,,KCA,2%,83,4.1,,1964
604,.281,,0.0,8, ,AL,"Causey,Wayne",.377,.763,4.0,49,82,,0,.386,,KCA,1%,88,3.2,,1964
513,.281,,0.0,26, ,AL,"Maris,Roger",.364,.828,4.0,71,86,,3,.464,,NYY,1%,62,3.8,,1964
37,.243,2.06,0.0,0,96.0,AL,"Stottlemyre,Mel",.282,.552,4.0,3,2,0,0,.270,49,NYY,1%,1,3.0,9,1964
578,.266,,0.0,10, ,AL,"Aparicio,Luis",.324,.688,3.0,37,93,,57,.363,,BAL,1%,49,5.2,,1964
603,.279,,0.0,33, ,AL,"Stuart,Dick",.320,.811,3.0,114,73,,0,.491,,BOS,1%,37,0.4,,1964
566,.293,,0.0,15, ,AL,"Bressoud,Eddie",.372,.828,2.0,55,86,,1,.456,,BOS,1%,72,4.6,,1964
90,.156,3.33,0.0,1,257.0,AL,"Osteen,Claude",.188,.421,2.0,7,8,0,1,.233,133,WSA,1%,3,3.8,15,1964
82,.073,3.44,0.0,0,254.0,AL,"Wickersham,Dave",.094,.179,2.0,1,1,1,0,.085,164,DET,1%,2,1.5,19,1964
512,.248,,0.0,28, ,AL,"Lock,Don",.346,.807,1.0,80,73,,4,.461,,WSA,0%,79,3.4,,1964
628,.295,,14.0,24, ,NL,"Boyer,Ken",.365,.854,243.0,119,100,,3,.489,,STL,87%,70,6.1,,1964
654,.274,,2.0,31, ,NL,"Callison,Johnny",.316,.809,187.0,104,101,,6,.492,,PHI,67%,36,6.1,,1964
631,.303,,2.0,21, ,NL,"White,Bill",.355,.829,106.0,102,92,,7,.474,,STL,38%,52,5.4,,1964
568,.306,,0.0,29, ,NL,"Robinson,Frank",.396,.943,98.0,96,103,,23,.548,,CIN,35%,79,7.9,,1964
601,.321,,1.0,20, ,NL,"Torre,Joe",.365,.863,85.0,109,87,,2,.498,,MLN,30%,36,5.5,,1964
578,.296,,0.0,47, ,NL,"Mays,Willie",.383,.990,66.0,111,121,,19,.607,,SFG,24%,82,11.0,,1964
632,.318,,0.0,29, ,NL,"Allen,Dick",.382,.939,63.0,91,125,,3,.557,,PHI,23%,67,8.8,,1964
592,.313,,0.0,30, ,NL,"Santo,Ron",.398,.962,59.0,114,94,,3,.564,,CHC,21%,86,8.9,,1964
622,.339,,0.0,12, ,NL,"Clemente,Roberto",.388,.872,56.0,87,95,,5,.484,,PIT,20%,51,7.2,,1964
634,.315,,1.0,14, ,NL,"Brock,Lou",.358,.821,40.0,58,111,,43,.464,,TOT,14%,40,5.9,,1964
679,.311,,0.0,5, ,NL,"Flood,Curt",.356,.734,38.0,46,97,,8,.378,,STL,14%,43,4.7,,1964
114,.175,3.14,0.0,0,297.2,NL,"Jackson,Larry",.183,.384,26.0,6,2,0,0,.202,148,CHC,9%,1,6.2,24,1964
99,.121,2.63,0.0,0,284.1,NL,"Bunning,Jim",.120,.261,23.0,8,4,2,0,.141,219,PHI,8%,0,5.0,19,1964
570,.328,,0.0,24, ,NL,"Aaron,Hank",.393,.907,22.0,95,103,,22,.514,,MLN,8%,62,6.8,,1964
97,.144,2.48,0.0,0,269.0,NL,"Marichal,Juan",.178,.323,14.0,3,4,0,1,.144,206,SFG,5%,4,6.1,21,1964
24,.083,2.57,0.0,0,122.1,NL,"Ellis,Sammy",.214,.298,13.0,0,4,14,0,.083,125,CIN,5%,4,3.1,10,1964
74,.095,1.74,0.0,0,223.0,NL,"Koufax,Sandy",.141,.236,7.0,1,3,1,0,.095,223,LAD,3%,3,6.9,19,1964
566,.286,,0.0,31, ,NL,"Hart,Jim Ray",.342,.840,6.0,81,71,,5,.498,,SFG,2%,47,5.3,,1964
625,.266,,0.0,23, ,NL,"Pinson,Vada",.316,.764,6.0,84,99,,8,.448,,CIN,2%,42,3.9,,1964
645,.312,,0.0,33, ,NL,"Williams,Billy",.370,.901,6.0,98,100,,10,.532,,CHC,2%,59,5.2,,1964
299,.264,,0.0,4, ,NL,"Amaro,Ruben",.307,.648,5.0,34,31,,1,.341,,PHI,2%,16,0.5,,1964
592,.275,,0.0,14, ,NL,"Davis,Tommy",.311,.708,4.0,86,70,,11,.397,,LAD,1%,29,2.9,,1964
96,.156,3.01,0.0,0,287.1,NL,"Gibson,Bob",.188,.396,2.0,4,8,1,0,.208,245,STL,1%,3,6.0,19,1964
65,.108,2.20,0.0,0,220.2,NL,"Short,Chris",.119,.258,2.0,4,4,2,0,.138,181,PHI,1%,1,5.9,17,1964
475,.303,,0.0,6, ,NL,"Hunt,Ron",.357,.763,1.0,42,59,,6,.406,,NYM,0%,29,3.2,,1964
6,.167,1.64,0.0,0,49.1,NL,"Schultz,Barney",.167,.333,1.0,0,0,14,0,.167,29,STL,0%,0,1.7,1,1964
487,.287,,15.0,28, ,AL,"Howard,Elston",.342,.869,248.0,85,75,,0,.528,,NYY,89%,35,5.2,,1963
551,.312,,1.0,27, ,AL,"Kaline,Al",.375,.889,148.0,101,89,,6,.514,,DET,53%,54,5.4,,1963
92,.141,2.74,3.0,1,269.1,AL,"Ford,Whitey",.194,.390,125.0,4,5,1,2,.196,189,NYY,45%,6,4.4,24,1963
515,.258,,0.0,45, ,AL,"Killebrew,Harmon",.349,.904,85.0,96,88,,0,.555,,MIN,30%,72,4.2,,1963
29,.069,1.97,0.0,0,132.1,AL,"Radatz,Dick",.100,.203,84.0,0,0,23,0,.103,162,BOS,30%,1,5.5,15,1963
570,.321,,0.0,14, ,AL,"Yastrzemski,Carl",.418,.894,81.0,68,91,,8,.475,,BOS,29%,95,6.6,,1963
508,.285,,0.0,26, ,AL,"Battey,Earl",.369,.845,57.0,84,64,,0,.476,,MIN,20%,61,4.2,,1963
81,.259,2.33,0.0,3,243.0,AL,"Peters,Gary",.287,.732,55.0,12,12,1,0,.444,189,CHW,20%,3,7.0,19,1963
600,.295,,0.0,22, ,AL,"Ward,Pete",.353,.835,52.0,84,80,,7,.482,,CHW,19%,52,4.1,,1963
630,.265,,0.0,3, ,AL,"Richardson,Bobby",.294,.624,43.0,48,72,,15,.330,,NYY,15%,25,2.5,,1963
520,.269,,1.0,25, ,AL,"Tresh,Tom",.371,.857,38.0,71,91,,3,.487,,NYY,14%,83,4.1,,1963
92,.250,2.46,0.0,0,248.1,AL,"Pascual,Camilo",.278,.604,29.0,12,9,0,0,.326,202,MIN,10%,3,6.9,21,1963
612,.261,,0.0,42, ,AL,"Stuart,Dick",.312,.833,25.0,118,81,,0,.521,,BOS,9%,44,2.0,,1963
578,.304,,0.0,6, ,AL,"Pearson,Albie",.402,.800,22.0,47,92,,17,.398,,LAA,8%,92,4.9,,1963
527,.271,,0.0,35, ,AL,"Allison,Bob",.378,.911,15.0,91,99,,6,.533,,MIN,5%,90,7.4,,1963
83,.072,2.53,0.0,0,249.1,AL,"Bouton,Jim",.083,.168,11.0,5,0,1,0,.084,148,NYY,4%,1,3.9,21,1963
602,.274,,0.0,22, ,AL,"Alvis,Max",.324,.784,10.0,67,81,,9,.460,,CLE,4%,36,3.7,,1963
580,.271,,0.0,27, ,AL,"Pepitone,Joe",.304,.752,10.0,89,79,,3,.448,,NYY,4%,23,2.9,,1963
16,.313,2.24,0.0,0,112.1,AL,"Miller,Stu",.313,.813,9.0,3,1,27,0,.500,114,BAL,3%,0,2.9,5,1963
550,.291,,0.0,26, ,AL,"Wagner,Leon",.352,.809,9.0,90,73,,5,.456,,LAA,3%,49,2.9,,1963
554,.280,,0.0,8, ,AL,"Causey,Wayne",.345,.740,5.0,44,72,,4,.395,,KCA,2%,56,3.9,,1963
531,.307,,0.0,16, ,AL,"Rollins,Rich",.359,.803,5.0,61,75,,2,.444,,MIN,2%,36,3.5,,1963
601,.250,,0.0,5, ,AL,"Aparicio,Luis",.291,.623,3.0,45,73,,40,.331,,BAL,1%,36,2.5,,1963
21,.238,1.99,0.0,1,108.2,AL,"Dailey,Bill",.304,.685,3.0,4,2,21,0,.381,72,MIN,1%,2,3.9,6,1963
592,.287,,0.0,9, ,AL,"Fregosi,Jim",.325,.748,3.0,50,83,,2,.422,,LAA,1%,36,4.3,,1963
539,.260,,0.0,2, ,AL,"Fox,Nellie",.299,.605,2.0,42,54,,0,.306,,CHW,1%,24,0.9,,1963
557,.257,,0.0,7, ,AL,"Kubek,Tony",.294,.637,1.0,44,72,,4,.343,,NYY,0%,28,2.2,,1963
527,.283,,0.0,13, ,AL,"Robinson,Floyd",.361,.781,1.0,71,71,,4,.419,,CHW,0%,62,2.8,,1963
556,.272,,0.0,16, ,AL,"Siebern,Norm",.358,.768,1.0,83,80,,1,.410,,KCA,0%,79,0.9,,1963
110,.064,1.88,14.0,1,311.0,NL,"Koufax,Sandy",.111,.202,237.0,7,3,0,0,.091,306,LAD,85%,6,9.9,25,1963
631,.319,,4.0,6, ,NL,"Groat,Dick",.377,.827,190.0,73,85,,3,.450,,STL,68%,56,7.1,,1963
631,.319,,1.0,44, ,NL,"Aaron,Hank",.391,.977,135.0,130,121,,31,.586,,MLN,48%,78,9.1,,1963
24,.125,1.67,0.0,0,129.0,NL,"Perranoski,Ron",.192,.317,130.0,0,1,21,0,.125,75,LAD,46%,2,4.5,16,1963
596,.314,,0.0,38, ,NL,"Mays,Willie",.380,.962,102.0,103,115,,8,.582,,SFG,36%,66,10.6,,1963
525,.282,,1.0,6, ,NL,"Gilliam,Jim",.354,.737,62.0,49,77,,19,.383,,LAD,22%,60,5.2,,1963
658,.304,,0.0,27, ,NL,"White,Bill",.360,.851,56.0,109,106,,10,.491,,STL,20%,59,6.0,,1963
556,.326,,0.0,16, ,NL,"Davis,Tommy",.359,.816,41.0,88,69,,15,.457,,LAD,15%,29,4.0,,1963
630,.297,,0.0,25, ,NL,"Santo,Ron",.339,.820,41.0,99,79,,6,.481,,CHC,15%,42,6.7,,1963
652,.313,,0.0,22, ,NL,"Pinson,Vada",.347,.861,32.0,106,96,,27,.514,,CIN,11%,36,6.4,,1963
112,.179,2.41,0.0,1,321.1,NL,"Marichal,Juan",.200,.423,31.0,4,6,0,0,.223,248,SFG,11%,3,8.1,25,1963
90,.178,2.60,0.0,2,259.2,NL,"Spahn,Warren",.219,.508,30.0,6,7,0,0,.289,102,MLN,11%,5,4.7,23,1963
617,.285,,0.0,24, ,NL,"Boyer,Ken",.358,.812,19.0,111,86,,1,.454,,STL,7%,70,5.2,,1963
600,.320,,0.0,17, ,NL,"Clemente,Roberto",.356,.826,12.0,76,77,,12,.470,,PIT,4%,31,5.3,,1963
626,.284,,0.0,26, ,NL,"Callison,Johnny",.339,.840,11.0,78,96,,8,.502,,PHI,4%,50,8.1,,1963
640,.281,,0.0,5, ,NL,"Taylor,Tony",.330,.698,10.0,49,102,,23,.367,,PHI,4%,42,4.7,,1963
564,.280,,0.0,44, ,NL,"McCovey,Willie",.350,.915,9.0,102,103,,1,.566,,SFG,3%,50,6.5,,1963
527,.302,,0.0,0, ,NL,"Wills,Maury",.355,.704,9.0,34,83,,40,.349,,LAD,3%,44,3.7,,1963
94,.096,2.11,0.0,0,290.2,NL,"Ellsworth,Dick",.167,.262,7.0,5,8,0,0,.096,185,CHC,3%,8,9.9,22,1963
89,.169,2.77,0.0,0,250.1,NL,"Maloney,Jim",.194,.373,7.0,4,7,0,0,.180,265,CIN,3%,3,5.1,23,1963
515,.258,,0.0,22, ,NL,"Demeter,Don",.306,.739,3.0,83,63,,1,.433,,PHI,1%,31,2.1,,1963
96,.167,2.63,0.0,0,315.1,NL,"Drysdale,Don",.241,.439,3.0,5,5,0,0,.198,251,LAD,1%,9,4.8,19,1963
555,.306,,0.0,4, ,NL,"Gonzalez,Tony",.372,.808,2.0,66,78,,13,.436,,PHI,1%,53,4.5,,1963
662,.302,,0.0,5, ,NL,"Flood,Curt",.345,.748,1.0,63,112,,17,.403,,STL,0%,42,5.8,,1963
377,.321,,13.0,30, ,AL,"Mantle,Mickey",.486,1.091,234.0,89,96,,9,.605,,NYY,84%,122,6.0,,1962
692,.302,,5.0,8, ,AL,"Richardson,Bobby",.337,.743,152.0,59,99,,11,.406,,NYY,54%,37,3.3,,1962
552,.243,,1.0,48, ,AL,"Killebrew,Harmon",.366,.912,99.0,126,85,,1,.545,,MIN,35%,106,2.9,,1962
612,.268,,0.0,37, ,AL,"Wagner,Leon",.326,.826,85.0,107,96,,7,.500,,LAA,30%,50,2.1,,1962
89,.180,3.59,0.0,4,250.2,AL,"Donovan,Dick",.255,.581,64.0,9,8,0,0,.326,94,CLE,23%,7,3.9,20,1962
398,.304,,0.0,29, ,AL,"Kaline,Al",.376,.969,58.0,94,78,,4,.593,,DET,21%,47,4.4,,1962
600,.308,,0.0,25, ,AL,"Siebern,Norm",.412,.907,53.0,117,114,,3,.495,,KCA,19%,110,5.5,,1962
624,.298,,0.0,16, ,AL,"Rollins,Rich",.374,.802,47.0,96,96,,3,.428,,MIN,17%,75,3.9,,1962
634,.303,,0.0,23, ,AL,"Robinson,Brooks",.342,.828,41.0,86,77,,3,.486,,BAL,15%,42,6.1,,1962
600,.312,,0.0,11, ,AL,"Robinson,Floyd",.384,.859,33.0,109,89,,4,.475,,CHW,12%,72,3.6,,1962
583,.290,,0.0,26, ,AL,"Thomas,Lee",.355,.821,32.0,104,88,,6,.467,,LAA,11%,55,2.2,,1962
622,.286,,1.0,20, ,AL,"Tresh,Tom",.359,.800,30.0,93,94,,4,.441,,NYY,11%,67,4.3,,1962
659,.282,,0.0,17, ,AL,"Moran,Billy",.324,.731,28.0,74,90,,5,.407,,LAA,10%,39,3.3,,1962
106,.189,3.19,0.0,0,298.2,AL,"Terry,Ralph",.218,.407,19.0,7,6,2,0,.189,176,NYY,7%,2,3.9,23,1962
97,.268,3.32,0.0,2,257.2,AL,"Pascual,Camilo",.311,.682,14.0,19,9,0,0,.371,206,MIN,5%,6,6.1,20,1962
601,.273,,0.0,37, ,AL,"Colavito,Rocky",.371,.885,13.0,112,90,,2,.514,,DET,5%,96,5.7,,1962
75,.027,2.21,0.0,0,216.0,AL,"Aguirre,Hank",.039,.066,10.0,1,0,3,0,.027,156,DET,4%,1,6.2,16,1962
526,.295,,0.0,8, ,AL,"Cunningham,Joe",.410,.837,9.0,70,91,,3,.428,,CHW,3%,101,4.3,,1962
562,.326,,0.0,10, ,AL,"Runnels,Pete",.408,.863,9.0,60,80,,3,.456,,BOS,3%,79,3.4,,1962
646,.296,,0.0,19, ,AL,"Yastrzemski,Carl",.363,.832,9.0,94,99,,7,.469,,BOS,3%,66,4.2,,1962
95,.242,3.59,0.0,1,258.0,AL,"Bunning,Jim",.255,.571,8.0,5,9,6,0,.316,184,DET,3%,1,5.3,19,1962
611,.290,,0.0,16, ,AL,"Power,Vic",.316,.737,8.0,63,80,,7,.421,,MIN,3%,22,1.5,,1962
31,.097,2.24,0.0,0,124.2,AL,"Radatz,Dick",.125,.222,8.0,6,0,24,0,.097,144,BOS,3%,1,5.2,9,1962
568,.241,,0.0,17, ,AL,"Versalles,Zoilo",.287,.660,8.0,67,69,,5,.373,,MIN,3%,37,2.0,,1962
641,.301,,0.0,10, ,AL,"Lumpe,Jerry",.341,.774,7.0,83,89,,0,.432,,KCA,3%,44,3.9,,1962
599,.277,,0.0,14, ,AL,"Bressoud,Eddie",.329,.773,6.0,68,79,,2,.444,,BOS,2%,46,4.8,,1962
85,.118,2.90,0.0,0,257.2,AL,"Ford,Whitey",.198,.339,6.0,5,5,0,1,.141,160,NYY,2%,8,4.9,17,1962
565,.258,,0.0,6, ,AL,"Rodgers,Buck",.309,.681,6.0,61,65,,1,.372,,LAA,2%,45,1.2,,1962
82,.195,3.27,0.0,2,236.2,AL,"Herbert,Ray",.247,.576,5.0,9,6,0,0,.329,115,CHW,2%,5,5.2,20,1962
542,.310,,0.0,17, ,AL,"Hinton,Chuck",.361,.834,5.0,75,73,,28,.472,,WSA,2%,47,2.3,,1962
507,.243,,0.0,39, ,AL,"Cash,Norm",.382,.894,3.0,89,94,,6,.513,,DET,1%,104,3.6,,1962
619,.283,,0.0,21, ,AL,"Malzone,Frank",.319,.745,3.0,95,74,,0,.426,,BOS,1%,35,2.8,,1962
511,.292,,0.0,16, ,AL,"Smith,Al",.363,.825,1.0,82,62,,3,.462,,CHW,0%,57,2.2,,1962
695,.299,,8.0,6, ,NL,"Wills,Maury",.347,.720,209.0,48,130,,104,.373,,LAD,75%,51,6.0,,1962
621,.304,,7.0,49, ,NL,"Mays,Willie",.384,.999,202.0,141,130,,18,.615,,SFG,72%,78,10.5,,1962
665,.346,,3.0,27, ,NL,"Davis,Tommy",.374,.910,175.0,153,120,,18,.535,,LAD,63%,33,6.0,,1962
609,.342,,2.0,39, ,NL,"Robinson,Frank",.421,1.045,164.0,136,134,,18,.624,,CIN,59%,76,8.7,,1962
111,.198,2.83,0.0,0,314.1,NL,"Drysdale,Don",.246,.498,85.0,14,9,1,0,.252,232,LAD,30%,5,5.9,25,1962
592,.323,,0.0,45, ,NL,"Aaron,Hank",.390,1.008,72.0,128,127,,15,.618,,MLN,26%,66,8.5,,1962
98,.153,3.43,0.0,0,265.1,NL,"Sanford,Jack",.183,.366,62.0,4,5,0,0,.184,147,SFG,22%,4,3.3,24,1962
107,.103,2.81,0.0,2,288.1,NL,"Purkey,Bob",.134,.311,33.0,3,9,0,0,.178,141,CIN,12%,4,7.0,23,1962
493,.296,,0.0,31, ,NL,"Howard,Frank",.346,.906,32.0,119,80,,1,.560,,LAD,11%,39,3.4,,1962
433,.330,,0.0,19, ,NL,"Musial,Stan",.416,.924,19.0,82,57,,3,.508,,STL,7%,64,3.6,,1962
580,.259,,0.0,7, ,NL,"Pagan,Jose",.312,.671,13.0,57,73,,13,.359,,SFG,5%,47,2.4,,1962
550,.307,,0.0,29, ,NL,"Demeter,Don",.359,.879,12.0,107,85,,2,.520,,PHI,4%,41,3.8,,1962
561,.316,,0.0,25, ,NL,"Alou,Felipe",.356,.869,10.0,98,96,,10,.513,,SFG,4%,33,5.3,,1962
614,.324,,0.0,20, ,NL,"White,Bill",.386,.868,10.0,102,93,,9,.482,,STL,4%,58,4.3,,1962
625,.306,,0.0,35, ,NL,"Cepeda,Orlando",.347,.865,9.0,114,105,,10,.518,,SFG,3%,37,3.3,,1962
678,.294,,0.0,2, ,NL,"Groat,Dick",.325,.686,7.0,61,76,,2,.361,,PIT,3%,31,2.9,,1962
538,.312,,0.0,10, ,NL,"Clemente,Roberto",.352,.805,6.0,74,95,,6,.454,,PIT,2%,35,4.0,,1962
610,.269,,0.0,37, ,NL,"Banks,Ernie",.306,.809,5.0,104,87,,5,.503,,CHC,2%,30,2.8,,1962
611,.291,,0.0,24, ,NL,"Boyer,Ken",.369,.838,5.0,98,92,,12,.470,,STL,2%,75,5.6,,1962
603,.300,,0.0,23, ,NL,"Callison,Johnny",.363,.854,5.0,83,107,,10,.491,,PHI,2%,54,6.0,,1962
487,.304,,0.0,10, ,NL,"Kuenn,Harvey",.365,.799,5.0,68,73,,3,.433,,SFG,2%,49,2.5,,1962
89,.236,3.36,0.0,0,262.2,NL,"Marichal,Juan",.266,.513,4.0,10,13,1,0,.247,153,SFG,1%,4,4.3,18,1962
510,.302,,0.0,20, ,NL,"Skinner,Bob",.395,.899,4.0,75,87,,10,.504,,PIT,1%,76,3.6,,1962
485,.297,,0.0,14, ,NL,"Davenport,Jim",.357,.813,3.0,58,83,,2,.456,,SFG,1%,45,4.9,,1962
69,.087,2.54,0.0,1,184.1,NL,"Koufax,Sandy",.113,.243,3.0,4,1,1,0,.130,216,LAD,1%,2,3.9,14,1962
350,.297,,0.0,8, ,NL,"Crandall,Del",.348,.765,2.0,45,35,,3,.417,,MLN,1%,27,3.8,,1962
92,.141,3.94,0.0,2,274.0,NL,"Mahaffey,Art",.177,.405,2.0,10,6,0,0,.228,177,PHI,1%,3,3.2,19,1962
28,.214,3.09,0.0,0,119.1,NL,"Roebuck,Ed",.214,.429,2.0,3,1,9,0,.214,72,LAD,1%,0,0.4,10,1962
533,.278,,0.0,4, ,NL,"Kasko,Eddie",.326,.683,1.0,41,74,,3,.356,,CIN,0%,35,0.5,,1962
536,.265,,0.0,29, ,NL,"Mathews,Eddie",.381,.877,1.0,90,106,,4,.496,,MLN,0%,101,5.7,,1962
590,.269,,7.0,61, ,AL,"Maris,Roger",.372,.993,202.0,141,132,,0,.620,,NYY,72%,94,6.9,,1961
514,.317,,6.0,54, ,AL,"Mantle,Mickey",.448,1.135,198.0,128,131,,12,.687,,NYY,71%,126,10.4,,1961
486,.302,,5.0,46, ,AL,"Gentile,Jim",.423,1.069,157.0,141,96,,1,.646,,BAL,56%,96,6.9,,1961
535,.361,,1.0,41, ,AL,"Cash,Norm",.487,1.148,151.0,132,119,,11,.662,,DET,54%,124,9.2,,1961
96,.177,3.21,0.0,0,283.0,AL,"Ford,Whitey",.266,.454,102.0,10,11,0,0,.188,209,NYY,36%,12,4.1,25,1961
25,.280,2.19,1.0,0,119.0,AL,"Arroyo,Luis",.280,.640,95.0,0,2,29,0,.360,87,NYY,34%,0,3.4,15,1961
108,.231,3.24,0.0,1,275.1,AL,"Lary,Frank",.259,.537,53.0,5,13,0,0,.278,146,DET,19%,3,4.8,23,1961
583,.290,,0.0,45, ,AL,"Colavito,Rocky",.402,.982,51.0,140,129,,1,.580,,DET,18%,113,7.6,,1961
586,.324,,0.0,19, ,AL,"Kaline,Al",.393,.909,35.0,82,116,,14,.515,,DET,13%,66,8.4,,1961
446,.348,,0.0,21, ,AL,"Howard,Elston",.387,.936,30.0,77,64,,0,.549,,NYY,11%,28,5.4,,1961
541,.288,,0.0,46, ,AL,"Killebrew,Harmon",.405,1.012,29.0,122,94,,1,.606,,MIN,10%,107,5.7,,1961
625,.272,,0.0,6, ,AL,"Aparicio,Luis",.313,.665,16.0,45,90,,53,.352,,CHW,6%,38,2.9,,1961
484,.322,,0.0,6, ,AL,"Piersall,Jim",.378,.820,10.0,40,81,,8,.442,,CLE,4%,43,4.8,,1961
80,.163,3.33,0.0,2,248.1,AL,"Barber,Steve",.221,.471,7.0,6,6,1,0,.250,150,BAL,3%,5,3.8,18,1961
61,.180,3.22,0.0,0,178.2,AL,"Schwall,Don",.194,.407,7.0,6,5,0,0,.213,91,BOS,3%,1,3.5,15,1961
560,.296,,0.0,18, ,AL,"Siebern,Norm",.384,.859,7.0,98,68,,2,.475,,KCA,3%,82,2.5,,1961
56,.179,2.40,0.0,1,168.2,AL,"Donovan,Dick",.258,.508,5.0,7,6,0,0,.250,62,WSA,2%,6,4.4,10,1961
546,.264,,0.0,18, ,AL,"Phillips,Bubba",.305,.714,5.0,72,64,,1,.408,,CLE,2%,29,1.0,,1961
668,.287,,0.0,7, ,AL,"Robinson,Brooks",.334,.730,4.0,61,89,,1,.397,,BAL,1%,47,3.5,,1961
646,.259,,0.0,5, ,AL,"Schilling,Chuck",.340,.666,4.0,62,87,,7,.327,,BOS,1%,78,2.8,,1961
12,.083,2.36,0.0,0,91.2,AL,"Morgan,Tom",.154,.237,3.0,0,1,10,0,.083,39,LAA,1%,1,2.8,8,1961
532,.278,,0.0,28, ,AL,"Smith,Al",.348,.854,3.0,93,88,,4,.506,,CHW,1%,56,2.5,,1961
395,.271,,0.0,22, ,AL,"Berra,Yogi",.330,.795,2.0,61,62,,2,.466,,NYY,1%,35,2.1,,1961
662,.261,,0.0,3, ,AL,"Richardson,Bobby",.295,.610,1.0,49,80,,9,.316,,NYY,0%,30,-0.7,,1961
509,.299,,0.0,21, ,AL,"Romano,John",.377,.860,1.0,80,76,,0,.483,,CLE,0%,61,4.6,,1961
452,.285,,0.0,24, ,AL,"Thomas,Lee",.353,.844,1.0,70,77,,0,.491,,TOT,0%,47,2.1,,1961
