at_bats,average,era,first_place_votes,home_runs,innings,league,name,obp,ops,points,rbi,runs,saves,sb,slg,strike_outs,team,vote_share,walks,war,wins,year
655,.311,,0.0,9, ,NL,"Rose,Pete",.377,.809,15.0,64,95,,16,.432,,CIN,4%,66,2.9,,1977
579,.271,,0.0,41, ,NL,"Burroughs,Jeff",.362,.882,9.0,114,91,,4,.520,,ATL,3%,86,0.7,,1977
568,.308,,0.0,19, ,NL,"Oliver,Al",.353,.834,9.0,82,75,,13,.481,,PIT,3%,40,3.6,,1977
80,.225,2.34,0.0,0,230.2,NL,"Candelaria,John",.262,.574,8.0,11,5,0,0,.313,133,PIT,2%,4,7.9,20,1977
453,.336,,0.0,5, ,NL,"Stennett,Rennie",.376,.806,7.0,51,53,,28,.430,,PIT,2%,29,3.3,,1977
478,.280,,0.0,28, ,NL,"McCovey,Willie",.367,.867,5.0,86,54,,3,.500,,SFG,1%,67,1.3,,1977
494,.275,,0.0,31, ,NL,"Bench,Johnny",.348,.889,3.0,109,67,,2,.540,,CIN,1%,58,5.0,,1977
87,.207,2.79,0.0,1,252.0,NL,"Reuschel,Rick",.225,.524,3.0,8,9,1,0,.299,166,CHC,1%,1,9.6,20,1977
508,.293,,0.0,25, ,NL,"Valentine,Ellis",.331,.835,3.0,76,63,,13,.504,,MON,1%,30,3.8,,1977
10,.400,2.62,0.0,0,79.0,NL,"McGraw,Tug",.500,.900,2.0,1,1,9,0,.400,58,PHI,1%,2,1.7,7,1977
624,.280,,0.0,4, ,NL,"Bowa,Larry",.313,.652,1.0,41,93,,32,.340,,PHI,0%,32,3.2,,1977
86,.198,2.58,0.0,3,261.1,NL,"Seaver,Tom",.231,.545,1.0,9,11,0,0,.314,196,TOT,0%,4,8.4,21,1977
616,.302,,18.0,17, ,AL,"Munson,Thurman",.337,.769,304.0,105,79,,14,.432,,NYY,90%,29,5.3,,1976
645,.333,,2.0,7, ,AL,"Brett,George",.377,.839,217.0,67,94,,21,.462,,KCR,65%,49,7.5,,1976
590,.312,,1.0,8, ,AL,"Rivers,Mickey",.327,.760,179.0,67,95,,43,.432,,NYY,53%,13,6.4,,1976
527,.332,,0.0,8, ,AL,"McRae,Hal",.407,.868,99.0,73,75,,22,.461,,KCR,29%,64,4.7,,1976
605,.331,,1.0,9, ,AL,"Carew,Rod",.395,.858,71.0,90,97,,49,.463,,MIN,21%,67,6.8,,1976
641,.293,,0.0,17, ,AL,"Chambliss,Chris",.323,.765,71.0,96,79,,1,.441,,NYY,21%,27,4.1,,1976
592,.279,,1.0,18, ,AL,"Otis,Amos",.341,.785,58.0,86,93,,26,.444,,KCR,17%,55,3.2,,1976
0,,3.01,0.0,0,167.2,AL,"Campbell,Bill",,,56.0,0,0,20,0,,115,MIN,17%,0,1.9,17,1976
530,.258,,0.0,25, ,AL,"May,Lee",.312,.759,51.0,109,61,,4,.447,,BAL,15%,41,2.7,,1976
0,,2.51,0.0,0,315.0,AL,"Palmer,Jim",,,47.0,0,0,0,0,,159,BAL,14%,0,6.5,22,1976
0,,2.34,1.0,0,250.1,AL,"Fidrych,Mark",,,41.0,0,0,0,0,,97,DET,12%,0,9.6,19,1976
500,.270,,0.0,13, ,AL,"Rudi,Joe",.323,.747,35.0,94,54,,6,.424,,OAK,10%,41,2.4,,1976
550,.240,,0.0,27, ,AL,"Bando,Sal",.335,.762,31.0,84,75,,20,.427,,OAK,9%,76,5.8,,1976
546,.267,,0.0,21, ,AL,"Yastrzemski,Carl",.357,.790,26.0,102,71,,5,.432,,BOS,8%,80,3.0,,1976
0,,2.43,0.0,0,288.1,AL,"Tanana,Frank",,,19.0,0,0,0,0,,261,CAL,6%,0,7.5,19,1976
498,.277,,0.0,27, ,AL,"Jackson,Reggie",.351,.853,17.0,91,84,,28,.502,,BAL,5%,54,5.3,,1976
583,.254,,0.0,32, ,AL,"Nettles,Graig",.327,.802,17.0,93,88,,11,.475,,NYY,5%,62,8.0,,1976
417,.249,,0.0,22, ,AL,"Tenace,Gene",.373,.831,13.0,66,64,,5,.458,,OAK,4%,81,4.3,,1976
0,,2.47,0.0,0,134.2,AL,"Fingers,Rollie",,,12.0,0,0,20,0,,113,OAK,4%,0,3.8,13,1976
0,,2.35,0.0,0,298.1,AL,"Blue,Vida",,,10.0,0,0,0,0,,166,OAK,3%,0,7.6,18,1976
0,,3.02,0.0,0,256.2,AL,"Figueroa,Ed",,,9.0,0,0,0,0,,119,NYY,3%,0,2.1,19,1976
0,,2.26,0.0,0,103.2,AL,"Lyle,Sparky",,,8.0,0,0,23,0,,61,NYY,2%,0,1.2,7,1976
544,.316,,0.0,4, ,AL,"LeFlore,Ron",.376,.786,6.0,39,93,,58,.410,,DET,2%,51,5.3,,1976
552,.310,,0.0,13, ,AL,"Carty,Rico",.379,.821,5.0,83,67,,1,.442,,CLE,1%,67,3.1,,1976
1,.000,2.08,0.0,0,104.0,AL,"Littell,Mark",.000,.000,5.0,0,0,16,0,.000,92,KCR,1%,0,3.1,8,1976
1,.000,3.06,0.0,0,279.0,AL,"Tiant,Luis",.000,.000,3.0,0,0,0,0,.000,131,BOS,1%,0,6.2,21,1976
626,.286,,0.0,14, ,AL,"White,Roy",.365,.774,3.0,65,104,,31,.409,,NYY,1%,83,5.5,,1976
594,.232,,0.0,13, ,AL,"Mayberry,John",.322,.663,1.0,95,76,,3,.342,,KCR,0%,82,1.4,,1976
534,.260,,0.0,10, ,AL,"Wynegar,Butch",.356,.719,1.0,69,58,,0,.363,,MIN,0%,79,3.4,,1976
472,.320,,19.0,27, ,NL,"Morgan,Joe",.444,1.020,311.0,111,113,,60,.576,,CIN,93%,114,9.6,,1976
562,.306,,5.0,29, ,NL,"Foster,George",.364,.894,221.0,121,86,,17,.530,,CIN,66%,52,5.9,,1976
584,.262,,0.0,38, ,NL,"Schmidt,Mike",.376,.900,179.0,107,112,,14,.524,,PHI,53%,100,8.0,,1976
665,.323,,0.0,10, ,NL,"Rose,Pete",.404,.854,131.0,63,130,,9,.450,,CIN,39%,86,7.0,,1976
531,.330,,0.0,6, ,NL,"Maddox,Garry",.377,.833,98.0,68,75,,29,.456,,PHI,29%,42,6.4,,1976
631,.317,,0.0,13, ,NL,"Garvey,Steve",.363,.813,51.0,80,85,,19,.450,,LAD,15%,50,4.7,,1976
514,.339,,0.0,15, ,NL,"Madlock,Bill",.412,.912,51.0,84,68,,15,.500,,CHC,15%,56,4.3,,1976
562,.336,,0.0,6, ,NL,"Griffey,Ken",.401,.851,49.0,74,111,,34,.450,,CIN,15%,62,4.6,,1976
533,.304,,0.0,21, ,NL,"Luzinski,Greg",.369,.847,49.0,95,74,,1,.478,,PHI,15%,50,2.4,,1976
103,.058,2.74,0.0,0,315.1,NL,"Jones,Randy",.102,.160,48.0,2,6,0,0,.058,93,SDP,14%,5,3.9,22,1976
585,.313,,0.0,16, ,NL,"Watson,Bob",.377,.835,38.0,102,76,,3,.458,,HOU,11%,62,3.0,,1976
443,.323,,0.0,12, ,NL,"Oliver,Al",.363,.839,30.0,61,62,,6,.476,,PIT,9%,26,4.1,,1976
17,.000,2.09,0.0,0,107.2,NL,"Eastwick,Rawly",.000,.000,26.0,0,0,26,0,.000,70,CIN,8%,0,2.5,11,1976
79,.215,2.69,0.0,0,247.1,NL,"Koosman,Jerry",.235,.475,20.0,6,5,0,0,.241,200,NYM,6%,2,5.0,21,1976
92,.217,3.13,0.0,0,252.2,NL,"Carlton,Steve",.242,.470,16.0,6,5,0,0,.228,195,PHI,5%,1,4.2,20,1976
666,.284,,0.0,1, ,NL,"Cash,Dave",.337,.683,15.0,56,92,,10,.345,,PHI,4%,54,2.1,,1976
100,.140,2.75,0.0,2,291.0,NL,"Richard,J.R.",.146,.356,12.0,9,6,0,0,.210,214,HOU,4%,0,3.5,20,1976
474,.238,,0.0,37, ,NL,"Kingman,Dave",.286,.793,11.0,86,70,,7,.506,,NYM,3%,28,2.6,,1976
534,.272,,0.0,32, ,NL,"Monday,Rick",.346,.853,11.0,77,107,,5,.507,,CHC,3%,60,4.4,,1976
537,.313,,0.0,13, ,NL,"Parker,Dave",.349,.824,10.0,90,82,,19,.475,,PIT,3%,30,3.7,,1976
393,.303,,0.0,21, ,NL,"Robinson,Bill",.329,.864,9.0,64,55,,2,.534,,PIT,3%,16,2.1,,1976
84,.083,3.06,0.0,0,267.2,NL,"Sutton,Don",.144,.240,7.0,3,2,0,0,.095,161,LAD,2%,6,2.6,21,1976
502,.277,,0.0,23, ,NL,"Cey,Ron",.386,.848,6.0,80,69,,0,.462,,LAD,2%,89,6.1,,1976
650,.317,,0.0,11, ,NL,"Montanez,Willie",.352,.771,4.0,84,74,,2,.418,,TOT,1%,36,0.7,,1976
498,.301,,0.0,4, ,NL,"Brock,Lou",.344,.738,3.0,67,73,,56,.394,,STL,1%,35,1.5,,1976
575,.297,,0.0,18, ,NL,"Cedeno,Cesar",.357,.811,3.0,83,89,,58,.454,,HOU,1%,55,5.9,,1976
486,.307,,0.0,2, ,NL,"Geronimo,Cesar",.382,.795,3.0,49,59,,22,.414,,CIN,1%,56,2.7,,1976
581,.289,,0.0,21, ,NL,"Zisk,Richie",.343,.808,3.0,89,91,,1,.465,,PIT,1%,52,3.9,,1976
624,.248,,0.0,0, ,NL,"Bowa,Larry",.283,.584,1.0,49,71,,30,.301,,PHI,0%,32,1.4,,1976
528,.331,,22.0,21, ,AL,"Lynn,Fred",.401,.967,326.0,105,103,,10,.566,,BOS,97%,62,7.4,,1975
554,.291,,0.0,34, ,AL,"Mayberry,John",.416,.963,157.0,106,95,,5,.547,,KCR,47%,119,7.2,,1975
564,.309,,0.0,22, ,AL,"Rice,Jim",.350,.841,154.0,102,92,,10,.491,,BOS,46%,36,3.0,,1975
1,.000,2.98,2.0,0,126.2,AL,"Fingers,Rollie",.000,.000,129.0,0,0,24,0,.000,115,OAK,38%,0,2.2,10,1975
593,.253,,0.0,36, ,AL,"Jackson,Reggie",.329,.840,118.0,104,91,,17,.511,,OAK,35%,67,6.7,,1975
0,,2.09,0.0,0,323.0,AL,"Palmer,Jim",,,82.0,0,0,1,0,,193,BAL,24%,0,8.4,23,1975
597,.318,,0.0,12, ,AL,"Munson,Thurman",.366,.795,69.0,102,83,,3,.429,,NYY,21%,45,6.6,,1975
617,.285,,0.0,36, ,AL,"Scott,George",.341,.857,64.0,109,86,,6,.515,,MIL,19%,51,3.2,,1975
535,.359,,0.0,14, ,AL,"Carew,Rod",.421,.919,54.0,80,89,,35,.497,,MIN,16%,64,7.9,,1975
586,.300,,0.0,15, ,AL,"Singleton,Ken",.415,.869,44.0,55,88,,3,.454,,BAL,13%,118,5.1,,1975
634,.308,,0.0,11, ,AL,"Brett,George",.353,.809,37.0,90,84,,13,.456,,KCR,11%,46,5.8,,1975
0,,2.58,0.0,0,328.0,AL,"Hunter,Catfish",,,31.0,0,0,0,0,,177,NYY,9%,0,8.1,23,1975
580,.252,,0.0,6, ,AL,"Burleson,Rick",.305,.634,28.0,62,66,,8,.329,,BOS,8%,45,2.1,,1975
590,.308,,0.0,10, ,AL,"Washington,Claudell",.345,.769,22.0,77,86,,40,.424,,OAK,7%,32,4.9,,1975
522,.293,,0.0,20, ,AL,"Harrah,Toby",.403,.861,16.0,93,81,,23,.458,,TEX,5%,98,7.1,,1975
0,,3.06,0.0,0,270.2,AL,"Torrez,Mike",,,12.0,0,0,0,0,,119,BAL,4%,0,3.5,20,1975
0,,1.84,0.0,0,141.2,AL,"Gossage,Rich",,,11.0,0,0,26,0,,130,CHW,3%,0,8.2,9,1975
1,.000,2.72,0.0,0,122.1,AL,"Lindblad,Paul",.000,.000,7.0,0,0,7,0,.000,58,OAK,2%,0,1.8,9,1975
498,.255,,0.0,29, ,AL,"Tenace,Gene",.395,.859,7.0,87,83,,7,.464,,OAK,2%,106,5.2,,1975
524,.282,,0.0,25, ,AL,"Baylor,Don",.360,.849,6.0,76,79,,32,.489,,BAL,2%,53,3.0,,1975
509,.265,,0.0,4, ,AL,"Campaneris,Bert",.337,.667,6.0,46,69,,24,.330,,OAK,2%,50,3.1,,1975
435,.297,,0.0,27, ,AL,"Powell,Boog",.377,.901,6.0,86,64,,1,.524,,CLE,2%,59,4.1,,1975
325,.298,,0.0,4, ,AL,"Doyle,Denny",.329,.742,5.0,36,50,,5,.412,,TOT,1%,15,2.2,,1975
0,,3.95,0.0,0,260.0,AL,"Lee,Bill",,,5.0,0,0,0,0,,78,BOS,1%,0,2.4,17,1975
0,,2.29,0.0,0,122.0,AL,"Todd,Jim",,,5.0,0,0,12,0,,50,OAK,1%,0,2.1,8,1975
0,,3.95,0.0,0,255.1,AL,"Wise,Rick",,,4.0,0,0,0,0,,141,BOS,1%,0,1.7,19,1975
468,.278,,0.0,21, ,AL,"Rudi,Joe",.338,.831,3.0,75,66,,2,.494,,OAK,1%,40,3.1,,1975
0,,3.11,0.0,0,303.2,AL,"Kaat,Jim",,,2.0,0,0,0,0,,142,CHW,1%,0,7.7,20,1975
580,.262,,0.0,20, ,AL,"May,Lee",.308,.732,2.0,99,67,,1,.424,,BAL,1%,36,1.8,,1975
529,.270,,0.0,32, ,AL,"Bonds,Bobby",.375,.888,1.0,85,93,,30,.512,,NYY,0%,89,5.0,,1975
543,.269,,0.0,14, ,AL,"Yastrzemski,Carl",.371,.776,1.0,60,91,,8,.405,,BOS,0%,87,2.8,,1975
498,.327,,21.0,17, ,NL,"Morgan,Joe",.466,.974,321.0,94,107,,67,.508,,CIN,96%,132,11.0,,1975
596,.300,,0.0,34, ,NL,"Luzinski,Greg",.394,.934,154.0,120,85,,3,.540,,PHI,46%,89,3.2,,1975
558,.308,,0.0,25, ,NL,"Parker,Dave",.357,.898,120.0,101,75,,8,.541,,PIT,36%,38,6.3,,1975
530,.283,,0.0,28, ,NL,"Bench,Johnny",.359,.878,117.0,110,83,,11,.519,,CIN,35%,65,6.6,,1975
662,.317,,2.0,7, ,NL,"Rose,Pete",.406,.838,114.0,74,112,,0,.432,,CIN,34%,89,4.1,,1975
581,.332,,0.0,18, ,NL,"Simmons,Ted",.396,.887,103.0,100,80,,1,.491,,STL,31%,63,4.9,,1975
461,.295,,0.0,22, ,NL,"Stargell,Willie",.375,.891,69.0,90,71,,0,.516,,PIT,21%,58,3.6,,1975
15,.200,1.66,0.0,0,97.1,NL,"Hrabosky,Al",.294,.494,66.0,4,2,22,0,.200,82,STL,20%,2,4.0,13,1975
95,.179,2.38,0.0,0,280.1,NL,"Seaver,Tom",.250,.439,65.0,5,7,0,0,.189,243,NYM,19%,8,8.2,22,1975
83,.133,2.24,0.0,0,285.0,NL,"Jones,Randy",.182,.338,54.0,4,7,0,0,.157,103,SDP,16%,5,7.6,20,1975
659,.319,,0.0,18, ,NL,"Garvey,Steve",.351,.827,50.0,95,85,,11,.476,,LAD,15%,33,5.1,,1975
514,.354,,0.0,7, ,NL,"Madlock,Bill",.402,.881,45.0,64,77,,9,.479,,CHC,13%,42,4.9,,1975
699,.305,,0.0,4, ,NL,"Cash,Dave",.356,.744,26.0,57,111,,13,.388,,PHI,8%,56,5.1,,1975
574,.282,,0.0,19, ,NL,"Staub,Rusty",.371,.818,20.0,105,93,,2,.448,,NYM,6%,77,3.0,,1975
511,.282,,0.0,20, ,NL,"Perez,Tony",.350,.816,18.0,109,74,,1,.466,,CIN,5%,54,3.1,,1975
481,.328,,0.0,9, ,NL,"Sanguillen,Manny",.391,.842,16.0,58,60,,5,.451,,PIT,5%,48,4.7,,1975
562,.249,,0.0,38, ,NL,"Schmidt,Mike",.367,.890,16.0,95,93,,29,.523,,PHI,5%,101,7.7,,1975
566,.283,,0.0,25, ,NL,"Cey,Ron",.372,.845,11.0,101,72,,5,.473,,LAD,3%,78,6.7,,1975
502,.231,,0.0,36, ,NL,"Kingman,Dave",.284,.778,9.0,88,65,,7,.494,,NYM,3%,34,1.4,,1975
485,.324,,0.0,18, ,NL,"Watson,Bob",.375,.870,8.0,85,67,,3,.495,,HOU,2%,40,3.3,,1975
528,.309,,0.0,3, ,NL,"Brock,Lou",.359,.758,6.0,47,78,,56,.400,,STL,2%,38,1.8,,1975
583,.305,,0.0,2, ,NL,"Bowa,Larry",.334,.711,3.0,38,79,,24,.377,,PHI,1%,24,2.9,,1975
71,.197,2.54,0.0,0,237.1,NL,"Reuss,Jerry",.250,.475,2.0,2,6,0,0,.225,131,PIT,1%,5,5.7,18,1975
108,.157,2.29,0.0,0,321.2,NL,"Messersmith,Andy",.212,.406,1.0,9,8,1,0,.194,213,LAD,0%,7,6.8,19,1975
602,.302,,0.0,10, ,NL,"Montanez,Willie",.353,.769,1.0,101,61,,6,.415,,TOT,0%,49,1.1,,1975
554,.301,,10.0,25, ,AL,"Burroughs,Jeff",.397,.901,248.0,118,84,,2,.504,,TEX,74%,91,3.6,,1974
593,.293,,5.0,22, ,AL,"Rudi,Joe",.334,.818,161.0,99,73,,2,.484,,OAK,48%,34,4.7,,1974
498,.243,,3.0,22, ,AL,"Bando,Sal",.352,.778,143.0,103,84,,2,.426,,OAK,43%,86,4.9,,1974
506,.289,,1.0,29, ,AL,"Jackson,Reggie",.391,.905,119.0,93,90,,25,.514,,OAK,35%,86,5.7,,1974
2,.500,2.82,3.0,0,328.1,AL,"Jenkins,Fergie",.500,1.000,118.0,0,1,0,0,.500,225,TEX,35%,0,7.8,25,1974
0,,2.49,1.0,0,318.1,AL,"Hunter,Catfish",,,107.0,0,0,0,0,,143,OAK,32%,0,6.9,25,1974
599,.364,,0.0,3, ,AL,"Carew,Rod",.433,.879,70.0,55,86,,38,.446,,MIN,21%,74,7.5,,1974
466,.303,,0.0,3, ,AL,"Maddox,Elliott",.395,.781,59.0,45,75,,6,.386,,NYY,18%,69,5.4,,1974
582,.263,,0.0,19, ,AL,"Grich,Bobby",.376,.807,49.0,82,92,,17,.431,,BAL,15%,90,7.3,,1974
0,,3.11,0.0,0,269.1,AL,"Cuellar,Mike",,,42.0,0,0,0,0,,106,BAL,13%,0,3.4,22,1974
0,,2.92,0.0,0,311.1,AL,"Tiant,Luis",,,41.0,0,0,0,0,,176,BOS,12%,0,7.7,22,1974
553,.288,,0.0,7, ,AL,"Robinson,Brooks",.353,.728,30.0,59,46,,2,.374,,BAL,9%,56,5.0,,1974
552,.261,,0.0,17, ,AL,"Blair,Paul",.313,.730,27.0,62,77,,27,.417,,BAL,8%,43,5.3,,1974
0,,2.89,0.0,0,332.2,AL,"Ryan,Nolan",,,24.0,0,0,0,0,,367,CAL,7%,0,5.9,22,1974
527,.290,,0.0,2, ,AL,"Campaneris,Bert",.347,.713,23.0,41,77,,34,.366,,OAK,7%,47,5.4,,1974
0,,2.65,0.0,0,119.0,AL,"Fingers,Rollie",,,21.0,0,0,18,0,,95,OAK,6%,0,1.4,9,1974
0,,2.51,0.0,0,322.1,AL,"Perry,Gaylord",,,18.0,0,0,0,0,,216,CLE,5%,0,8.5,21,1974
515,.301,,0.0,15, ,AL,"Yastrzemski,Carl",.414,.859,14.0,79,93,,12,.445,,BOS,4%,104,3.6,,1974
602,.292,,0.0,20, ,AL,"Henderson,Ken",.360,.827,12.0,95,76,,12,.467,,CHW,4%,66,4.7,,1974
0,,2.64,0.0,0,150.0,AL,"Hiller,John",,,11.0,0,0,13,0,,134,DET,3%,0,4.1,17,1974
606,.274,,0.0,10, ,AL,"Murcer,Bobby",.332,.710,10.0,88,69,,14,.378,,NYY,3%,57,1.0,,1974
520,.302,,0.0,1, ,AL,"Randle,Lenny",.338,.693,10.0,49,65,,26,.356,,TEX,3%,29,3.5,,1974
462,.301,,0.0,32, ,AL,"Allen,Dick",.375,.938,8.0,88,84,,7,.563,,CHW,2%,57,3.8,,1974
518,.305,,0.0,9, ,AL,"Piniella,Lou",.341,.748,8.0,70,71,,1,.407,,NYY,2%,32,3.4,,1974
1,.000,1.66,0.0,0,114.0,AL,"Lyle,Sparky",.000,.000,7.0,0,0,15,0,.000,89,NYY,2%,0,3.4,9,1974
493,.225,,0.0,5, ,AL,"Belanger,Mark",.298,.598,6.0,36,54,,17,.300,,BAL,2%,51,4.5,,1974
626,.289,,0.0,11, ,AL,"Davis,Tommy",.325,.702,6.0,84,67,,6,.377,,BAL,2%,34,0.7,,1974
517,.261,,0.0,13, ,AL,"Munson,Thurman",.316,.697,6.0,60,64,,2,.381,,NYY,2%,44,3.0,,1974
629,.283,,0.0,15, ,AL,"Money,Don",.346,.761,5.0,65,85,,19,.415,,MIL,1%,62,5.1,,1974
0,,3.39,0.0,0,292.1,AL,"Busby,Steve",,,3.0,0,0,0,0,,198,KCR,1%,0,6.5,22,1974
539,.310,,0.0,15, ,AL,"McRae,Hal",.375,.850,3.0,88,71,,11,.475,,KCR,1%,54,3.9,,1974
2,.500,1.90,0.0,0,123.0,AL,"Murphy,Tom",.500,1.000,3.0,0,0,20,0,.500,47,MIL,1%,0,5.1,10,1974
604,.281,,0.0,17, ,AL,"Scott,George",.345,.777,2.0,82,74,,9,.432,,MIL,1%,59,4.2,,1974
0,,3.07,0.0,0,281.0,AL,"Dobson,Pat",,,1.0,0,0,0,0,,157,NYY,0%,0,4.3,19,1974
642,.312,,13.0,21, ,NL,"Garvey,Steve",.342,.811,270.0,111,95,,5,.469,,LAD,80%,31,4.4,,1974
635,.306,,8.0,3, ,NL,"Brock,Lou",.368,.749,233.0,48,105,,118,.381,,STL,69%,61,3.5,,1974
34,.235,2.42,1.0,0,208.1,NL,"Marshall,Mike",.235,.471,146.0,2,2,21,0,.235,143,LAD,43%,0,3.2,15,1974
621,.280,,0.0,33, ,NL,"Bench,Johnny",.363,.870,141.0,129,108,,5,.507,,CIN,42%,80,7.8,,1974
535,.271,,0.0,32, ,NL,"Wynn,Jim",.387,.884,137.0,108,104,,18,.497,,LAD,41%,108,7.7,,1974
568,.282,,0.0,36, ,NL,"Schmidt,Mike",.395,.941,136.0,116,108,,23,.546,,PHI,40%,106,9.7,,1974
617,.321,,0.0,11, ,NL,"Oliver,Al",.358,.832,87.0,85,96,,10,.475,,PIT,26%,33,4.7,,1974
512,.293,,0.0,22, ,NL,"Morgan,Joe",.427,.921,72.0,67,107,,58,.494,,CIN,21%,120,8.6,,1974
536,.313,,0.0,17, ,NL,"Zisk,Richie",.386,.862,54.0,100,75,,1,.476,,PIT,16%,65,5.2,,1974
508,.301,,0.0,25, ,NL,"Stargell,Willie",.407,.944,43.0,96,90,,0,.537,,PIT,13%,87,5.4,,1974
517,.309,,0.0,23, ,NL,"Smith,Reggie",.389,.917,39.0,100,79,,4,.528,,STL,12%,71,5.5,,1974
606,.353,,0.0,11, ,NL,"Garr,Ralph",.383,.886,11.0,54,87,,26,.503,,ATL,3%,28,5.0,,1974
599,.272,,0.0,20, ,NL,"Simmons,Ted",.327,.774,7.0,103,66,,0,.447,,STL,2%,47,3.6,,1974
687,.300,,0.0,2, ,NL,"Cash,Dave",.351,.729,6.0,58,89,,20,.378,,PHI,2%,46,4.6,,1974
594,.281,,0.0,14, ,NL,"Concepcion,Dave",.335,.732,5.0,82,70,,41,.397,,CIN,1%,44,5.5,,1974
67,.075,3.94,0.0,0,212.1,NL,"Billingham,Jack",.088,.163,4.0,1,0,0,0,.075,103,CIN,1%,1,-0.9,19,1974
610,.269,,0.0,26, ,NL,"Cedeno,Cesar",.338,.799,4.0,102,95,,57,.461,,HOU,1%,64,5.8,,1974
13,.308,2.95,0.0,0,88.1,NL,"Hrabosky,Al",.308,.769,4.0,2,2,9,0,.462,82,STL,1%,0,1.1,8,1974
96,.240,2.59,0.0,1,292.1,NL,"Messersmith,Andy",.312,.666,4.0,11,12,0,0,.354,221,LAD,1%,11,6.6,20,1974
67,.164,2.28,0.0,0,217.0,NL,"Capra,Buzz",.253,.418,3.0,1,4,1,0,.164,137,ATL,1%,8,5.4,16,1974
550,.291,,0.0,18, ,NL,"Hebner,Richie",.363,.812,2.0,68,97,,0,.449,,PIT,1%,60,3.8,,1974
559,.309,,0.0,6, ,NL,"McBride,Bake",.369,.763,2.0,56,81,,30,.394,,STL,1%,43,4.3,,1974
83,.181,2.69,0.0,0,237.1,NL,"McGlothen,Lynn",.200,.393,2.0,4,3,0,0,.193,142,STL,1%,2,5.0,16,1974
673,.291,,0.0,7, ,NL,"Stennett,Rennie",.322,.697,2.0,56,84,,8,.374,,PIT,1%,32,3.1,,1974
580,.314,,0.0,7, ,NL,"Buckner,Bill",.351,.763,1.0,58,83,,31,.412,,LAD,0%,30,3.1,,1974
577,.262,,0.0,18, ,NL,"Cey,Ron",.349,.746,1.0,97,88,,1,.397,,LAD,0%,76,4.9,,1974
539,.293,,24.0,32, ,AL,"Jackson,Reggie",.383,.914,336.0,117,99,,22,.531,,OAK,100%,76,7.8,,1973
0,,2.40,0.0,0,296.1,AL,"Palmer,Jim",,,172.0,0,0,1,0,,158,BAL,51%,0,6.3,22,1973
583,.300,,0.0,26, ,AL,"Otis,Amos",.368,.851,112.0,93,89,,13,.484,,KCR,33%,63,4.0,,1973
592,.287,,0.0,29, ,AL,"Bando,Sal",.375,.873,83.0,98,97,,4,.498,,OAK,25%,82,6.5,,1973
580,.350,,0.0,6, ,AL,"Carew,Rod",.411,.881,83.0,62,98,,41,.471,,MIN,25%,62,7.0,,1973
0,,1.44,0.0,0,125.1,AL,"Hiller,John",,,83.0,0,0,38,0,,124,DET,25%,0,7.9,10,1973
510,.278,,0.0,26, ,AL,"Mayberry,John",.417,.895,76.0,100,87,,3,.478,,KCR,23%,122,5.2,,1973
624,.303,,0.0,25, ,AL,"May,Dave",.352,.824,65.0,93,96,,6,.473,,MIL,19%,44,4.7,,1973
616,.304,,0.0,22, ,AL,"Murcer,Bobby",.357,.821,53.0,95,83,,6,.464,,NYY,16%,50,5.1,,1973
552,.306,,0.0,7, ,AL,"Davis,Tommy",.341,.732,47.0,89,53,,11,.391,,BAL,14%,30,1.1,,1973
1,1.000,3.34,0.0,0,256.1,AL,"Hunter,Catfish",1.000,2.000,47.0,0,0,0,0,1.000,124,OAK,14%,0,1.9,21,1973
519,.301,,0.0,20, ,AL,"Munson,Thurman",.362,.849,43.0,74,80,,4,.487,,NYY,13%,48,7.2,,1973
566,.281,,0.0,17, ,AL,"Harper,Tommy",.351,.774,33.0,71,92,,54,.422,,BOS,10%,61,4.8,,1973
604,.306,,0.0,24, ,AL,"Scott,George",.370,.858,25.0,107,98,,9,.488,,MIL,7%,61,6.7,,1973
550,.289,,0.0,20, ,AL,"Cepeda,Orlando",.350,.793,21.0,86,51,,0,.444,,BOS,6%,50,1.5,,1973
534,.266,,0.0,30, ,AL,"Robinson,Frank",.372,.861,21.0,97,85,,1,.489,,CAL,6%,82,4.8,,1973
0,,2.87,0.0,0,326.0,AL,"Ryan,Nolan",,,20.0,0,0,1,0,,383,CAL,6%,0,7.7,21,1973
508,.246,,0.0,26, ,AL,"Fisk,Carlton",.309,.750,16.0,71,65,,7,.441,,BOS,5%,37,3.9,,1973
581,.251,,0.0,12, ,AL,"Grich,Bobby",.373,.760,9.0,50,82,,17,.387,,BAL,3%,107,8.3,,1973
540,.296,,0.0,19, ,AL,"Yastrzemski,Carl",.407,.870,9.0,95,82,,9,.463,,BOS,3%,105,5.5,,1973
470,.226,,0.0,0, ,AL,"Belanger,Mark",.302,.564,8.0,27,60,,13,.262,,BAL,2%,49,3.6,,1973
464,.246,,0.0,19, ,AL,"Johnson,Deron",.330,.737,8.0,81,61,,0,.407,,OAK,2%,59,1.5,,1973
488,.246,,0.0,18, ,AL,"Briggs,John",.361,.787,6.0,57,78,,15,.426,,MIL,2%,87,3.2,,1973
0,,3.53,0.0,0,288.1,AL,"Coleman,Joe",,,6.0,0,0,0,0,,202,DET,2%,0,5.7,23,1973
